address,city,district,districtid,districtncesid,enrollment,fax,graderange,gsid,gsrating,lat,lon,name,ncesid,overviewlink,phone,ratingslink,reviewslink,schoolstatslink,state,type,website
"650 Otay Lakes Road, 
Chula Vista, CA  91910",Chula Vista,Sweetwater Union High School District,710,0638640,1209,(619) 482-9356,7-8,6278,7,32.648605,-117.00526,Bonita Vista Middle School,063864006474,https://www.greatschools.org/california/chula-vista/6278-Bonita-Vista-Middle-School/?s_cid=gsapi,(619) 397-2200,https://www.greatschools.org/school/rating.page?state=CA&id=6278&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6278&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6278,CA,public,www.sweetwaterschools.org/
"751 Otay Lakes Road, 
Chula Vista, CA  91913",Chula Vista,Sweetwater Union High School District,710,0638640,2487,(619) 656-1203,9-12,6279,8,32.64605,-117.0011,Bonita Vista Senior High School,063864006475,https://www.greatschools.org/california/chula-vista/6279-Bonita-Vista-Senior-High-School/?s_cid=gsapi,(619) 397-2000,https://www.greatschools.org/school/rating.page?state=CA&id=6279&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6279&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6279,CA,public,www.sweetwaterschools.org/
"160 Quintard Street, 
Chula Vista, CA  91911",Chula Vista,Sweetwater Union High School District,710,0638640,879,(619) 427-8045,7-8,6280,3,32.604954,-117.05938,Castle Park Middle School,063864006476,https://www.greatschools.org/california/chula-vista/6280-Castle-Park-Middle-School/?s_cid=gsapi,(619) 691-5490,https://www.greatschools.org/school/rating.page?state=CA&id=6280&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6280&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6280,CA,public,http://www.shusd.k12.ca.us/cpm//
"1395 Hilltop Drive, 
Chula Vista, CA  91911",Chula Vista,Sweetwater Union High School District,710,0638640,1474,(619) 427-5967,9-12,6281,5,32.60698,-117.05288,Castle Park Senior High School,063864006477,https://www.greatschools.org/california/chula-vista/6281-Castle-Park-Senior-High-School/?s_cid=gsapi,(619) 585-2000,https://www.greatschools.org/school/rating.page?state=CA&id=6281&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6281&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6281,CA,public,http://www.suhsd.k12.ca.us/cph/
"415 Fifth Avenue, 
Chula Vista, CA  91910",Chula Vista,Sweetwater Union High School District,710,0638640,1051,(619) 498-6836,7-8,6282,4,32.634666,-117.08556,Chula Vista Middle School,063864006478,https://www.greatschools.org/california/chula-vista/6282-Chula-Vista-Middle-School/?s_cid=gsapi,(619) 498-6800,https://www.greatschools.org/school/rating.page?state=CA&id=6282&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6282&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6282,CA,public,
"820 Fourth Avenue, 
Chula Vista, CA  91911",Chula Vista,Sweetwater Union High School District,710,0638640,2679,(619) 427-5824,9-12,6283,5,32.622032,-117.07693,Chula Vista Senior High School,063864006479,https://www.greatschools.org/california/chula-vista/6283-Chula-Vista-Senior-High-School/?s_cid=gsapi,(619) 476-5824,https://www.greatschools.org/school/rating.page?state=CA&id=6283&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6283&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6283,CA,public,http://www.suhsd.k12.ca.us/cvh/
"900 Duncan Ranch Road, 
Chula Vista, CA  91914",Chula Vista,Sweetwater Union High School District,710,0638640,1711,(619) 482-0553,7-8,12517,8,32.655613,-116.94817,Eastlake Middle School,063864011269,https://www.greatschools.org/california/chula-vista/12517-Eastlake-Middle-School/?s_cid=gsapi,(619) 591-4000,https://www.greatschools.org/school/rating.page?state=CA&id=12517&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12517&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12517,CA,public,www.sweetwaterschools.org
"4077 35th Street, 
San Diego, CA  92104",San Diego,San Diego Unified School District,705,0634320,575,(619) 282-3179,K-5,6134,7,32.75105,-117.11768,Edison Elementary School,063432005449,https://www.greatschools.org/california/san-diego/6134-Edison-Elementary-School/?s_cid=gsapi,(619) 344-5400,https://www.greatschools.org/school/rating.page?state=CA&id=6134&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6134&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6134,CA,public,https://www.sandiegounified.org/schools/edison
"1005 47th Street, 
San Diego, CA  92102",San Diego,San Diego Unified School District,705,0634320,1143,(619) 264-4342,6-12,25127,6,32.71609,-117.09136,Gompers Preparatory Academy,063432012386,https://www.greatschools.org/california/san-diego/25127-Gompers-Preparatory-Academy/?s_cid=gsapi,(619) 263-2171,https://www.greatschools.org/school/rating.page?state=CA&id=25127&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=25127&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/25127,CA,charter,www.gomperscharter.org
"6880 Mohawk Street, 
San Diego, CA  92115",San Diego,San Diego Unified School District,705,0634320,363,(619) 668-2480,K-8,6246,4,32.770176,-117.05086,Harriet Tubman Village Charter School,063432003943,https://www.greatschools.org/california/san-diego/6246-Harriet-Tubman-Village-Charter-School/?s_cid=gsapi,(619) 668-8635,https://www.greatschools.org/school/rating.page?state=CA&id=6246&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6246&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6246,CA,charter,www.tubmancharter.org
"1355 Second Avenue, 
Chula Vista, CA  91911",Chula Vista,Sweetwater Union High School District,710,0638640,430,(619) 498-8848,K-6,32367,,32.605904,-117.06115,Stephen W. Hawking STEAM Charter School,,https://www.greatschools.org/california/chula-vista/32367-Stephen-W.-Hawking-STEAM-Charter-School/?s_cid=gsapi,(619) 498-8830,https://www.greatschools.org/school/rating.page?state=CA&id=32367&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=32367&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/32367,CA,charter,www.hawkingcharter.org
"30 Murray Street, 
Chula Vista, CA  91910",Chula Vista,Chula Vista Elementary School District,677,0608610,574,(619) 691-1375,K-6,5837,8,32.632233,-117.06416,Hilltop Drive Elementary School,060861000862,https://www.greatschools.org/california/chula-vista/5837-Hilltop-Drive-Elementary-School/?s_cid=gsapi,(619) 422-8323,https://www.greatschools.org/school/rating.page?state=CA&id=5837&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5837&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5837,CA,public,http://schools.cvesd.org/schools/hilltop/
"44 East J Street, 
Chula Vista, CA  91910",Chula Vista,Sweetwater Union High School District,710,0638640,1132,(619) 585-3576,7-8,6286,5,32.630207,-117.06401,Hilltop Middle School,063864006483,https://www.greatschools.org/california/chula-vista/6286-Hilltop-Middle-School/?s_cid=gsapi,(619) 498-2700,https://www.greatschools.org/school/rating.page?state=CA&id=6286&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6286&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6286,CA,public,www.sweetwaterschools.org/
"14125 Cuca Street, 
San Diego, CA  92129",San Diego,Poway Unified School District,699,0631530,539,(858) 672-4390,K-5,6034,10,32.96979,-117.09715,Los Penasquitos Elementary School,063153004887,https://www.greatschools.org/california/san-diego/6034-Los-Penasquitos-Elementary-School/?s_cid=gsapi,(858) 672-3600,https://www.greatschools.org/school/rating.page?state=CA&id=6034&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6034&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6034,CA,public,www.powayusd.com/pusdlpes
"400 West Elder Street, 
Fallbrook, CA  92028",Fallbrook,Fallbrook Union Elementary School District,686,0613500,,,K-6,5916,,33.38028,-117.253975,Maie Ellis Elementary,,https://www.greatschools.org/california/fallbrook/5916-Maie-Ellis-Elementary/?s_cid=gsapi,(760) 731-4132,https://www.greatschools.org/school/rating.page?state=CA&id=5916&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5916&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5916,CA,public,
"4345 54th Street, 
San Diego, CA  92115",San Diego,San Diego Unified School District,705,0634320,760,(619) 583-2637,6-8,6193,4,32.75659,-117.07739,Mann Middle School,063432005510,https://www.greatschools.org/california/san-diego/6193-Mann-Middle-School/?s_cid=gsapi,(619) 582-8990,https://www.greatschools.org/school/rating.page?state=CA&id=6193&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6193&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6193,CA,public,
"1570 Melody Lane, 
El Cajon, CA  92019",El Cajon,Cajon Valley Union School District,676,0606810,815,(619) 441-6122,6-8,5819,5,32.796505,-116.92542,Montgomery Middle School,060681000622,https://www.greatschools.org/california/el-cajon/5819-Montgomery-Middle-School/?s_cid=gsapi,(619) 588-3107,https://www.greatschools.org/school/rating.page?state=CA&id=5819&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5819&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5819,CA,public,http://www.cajonvalley.net/montgomery
"1570 Melody Lane, 
El Cajon, CA  92019",El Cajon,Cajon Valley Union School District,676,0606810,815,(619) 441-6122,6-8,5819,5,32.796505,-116.92542,Montgomery Middle School,060681000622,https://www.greatschools.org/california/el-cajon/5819-Montgomery-Middle-School/?s_cid=gsapi,(619) 588-3107,https://www.greatschools.org/school/rating.page?state=CA&id=5819&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5819&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5819,CA,public,http://www.cajonvalley.net/montgomery
"211 Maple Street, 
San Diego, CA  92103",San Diego,San Diego Unified School District,705,0634320,232,(619) 236-8906,K-8,6209,8,32.732246,-117.16514,Museum,063432007689,https://www.greatschools.org/california/san-diego/6209-Museum/?s_cid=gsapi,(619) 236-8712,https://www.greatschools.org/school/rating.page?state=CA&id=6209&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6209&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6209,CA,charter,www.museumschool.org
"8000 Calle Acervo, 
Carlsbad, CA  92009",Carlsbad,Encinitas Union Elementary School District,683,0612750,667,(760) 943-2028,K-6,5884,10,33.064888,-117.2323,Olivenhain Pioneer Elementary School,061275003928,https://www.greatschools.org/california/carlsbad/5884-Olivenhain-Pioneer-Elementary-School/?s_cid=gsapi,(760) 943-2000,https://www.greatschools.org/school/rating.page?state=CA&id=5884&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5884&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5884,CA,public,www.eusd.k12.ca.us/op
"1220 South Greensview Drive, 
Chula Vista, CA  91915",Chula Vista,Chula Vista Elementary School District,677,0608610,833,(619) 656-8752,K-6,5845,8,32.635735,-116.96339,Olympic View Elementary School,060861005253,https://www.greatschools.org/california/chula-vista/5845-Olympic-View-Elementary-School/?s_cid=gsapi,(619) 656-2030,https://www.greatschools.org/school/rating.page?state=CA&id=5845&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5845&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5845,CA,public,http://schools.cvesd.org/schools/olympicview/
"2200 Glen Ridge Road, 
Escondido, CA  92027",Escondido,Escondido Union High,685,0612910,2123,(760) 739-7314,9-12,5908,5,33.129444,-117.03799,Orange Glen High School,061291001466,https://www.greatschools.org/california/escondido/5908-Orange-Glen-High-School/?s_cid=gsapi,(760) 291-5000,https://www.greatschools.org/school/rating.page?state=CA&id=5908&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5908&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5908,CA,public,www.orangeglenhigh.org/
"1430 Johnson Street, 
Novato, CA  94947",Novato,Novato Unified School District,434,0627720,485,(415) 897-7492,K-5,3458,8,38.09373,-122.57107,Rancho Elementary School,062772004194,https://www.greatschools.org/california/novato/3458-Rancho-Elementary-School/?s_cid=gsapi,(415) 897-3101,https://www.greatschools.org/school/rating.page?state=CA&id=3458&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=3458&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/3458,CA,public,www.nusd.org
"5353 Airway Road, 
San Diego, CA  92154",San Diego,Sweetwater Union High School District,710,0638640,2460,(619) 710-2318,9-12,12223,5,32.565556,-117.01777,San Ysidro High School,063864010642,https://www.greatschools.org/california/san-diego/12223-San-Ysidro-High-School/?s_cid=gsapi,(619) 710-2300,https://www.greatschools.org/school/rating.page?state=CA&id=12223&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12223&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12223,CA,public,www.sweetwaterschools.org
"780 Santa Victoria Avenue, 
Solana Beach, CA  92075",Solana Beach,Solana Beach Elementary School District,707,0636990,458,(858) 794-3750,K-3,6275,9,33.004177,-117.25086,Solana Vista Elementary School,063699006284,https://www.greatschools.org/california/solana-beach/6275-Solana-Vista-Elementary-School/?s_cid=gsapi,(858) 794-3700,https://www.greatschools.org/school/rating.page?state=CA&id=6275&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6275&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6275,CA,public,
"1806 South Horne Street, 
Oceanside, CA  92054",Oceanside,Oceanside Unified School District,697,0628250,732,(760) 439-9954,K-5,6018,5,33.17739,-117.35739,South Oceanside Elementary School,062825004374,https://www.greatschools.org/california/oceanside/6018-South-Oceanside-Elementary-School/?s_cid=gsapi,(760) 435-2100,https://www.greatschools.org/school/rating.page?state=CA&id=6018&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6018&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6018,CA,public,http://southo.oside.us/
"9291 Oviedo Street, 
San Diego, CA  92129",San Diego,Poway Unified School District,699,0631530,455,(858) 538-9451,K-5,6048,8,32.96767,-117.12636,Sunset Hills Elementary School,063153004896,https://www.greatschools.org/california/san-diego/6048-Sunset-Hills-Elementary-School/?s_cid=gsapi,(858) 484-1600,https://www.greatschools.org/school/rating.page?state=CA&id=6048&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6048&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6048,CA,public,www.powayusd.com/pusdshes
"5333 Old Carmel Valley Road, 
San Diego, CA  92130",San Diego,Del Mar Union Elementary,682,0610740,500,(858) 755-1258,K-6,14994,10,32.954018,-117.20001,Sycamore Ridge School,061074011753,https://www.greatschools.org/california/san-diego/14994-Sycamore-Ridge-School/?s_cid=gsapi,(858) 755-1060,https://www.greatschools.org/school/rating.page?state=CA&id=14994&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=14994&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/14994,CA,public,www.dmusd.org/sycamore
"1725 Hillsdale Road, 
El Cajon, CA  92019",El Cajon,Grossmont Union High School District,688,0616230,2129,(619) 588-9713,9-12,5931,7,32.760456,-116.92088,Valhalla High School,061623002028,https://www.greatschools.org/california/el-cajon/5931-Valhalla-High-School/?s_cid=gsapi,(619) 593-5500,https://www.greatschools.org/school/rating.page?state=CA&id=5931&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5931&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5931,CA,public,http://valhalla.guhsd.net/
"423 West Redondo Drive, 
Oceanside, CA  92057",Oceanside,Oceanside Unified School District,697,0628250,600,(760) 901-0623,K-5,6008,3,33.251736,-117.30465,Libby Elementary School,062825004363,https://www.greatschools.org/california/oceanside/6008-Libby-Elementary-School/?s_cid=gsapi,(760) 967-7000,https://www.greatschools.org/school/rating.page?state=CA&id=6008&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6008&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6008,CA,public,http://libby.oside.us/
"185 Union Street, 
Encinitas, CA  92024",Encinitas,Encinitas Union Elementary School District,683,0612750,569,(760) 944-4370,K-6,5887,8,33.058086,-117.29703,Paul Ecke-Central Elementary School,061275001434,https://www.greatschools.org/california/encinitas/5887-Paul-Ecke-Central-Elementary-School/?s_cid=gsapi,(760) 944-4323,https://www.greatschools.org/school/rating.page?state=CA&id=5887&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5887&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5887,CA,public,www.eusd.k12.ca.us/pe
