address,city,district,districtid,districtncesid,enrollment,fax,graderange,gsid,gsrating,lat,lon,name,ncesid,overviewlink,phone,ratingslink,reviewslink,schoolstatslink,state,type,website
"18020 East Avenue O, 
Palmdale, CA  93591",Palmdale,Wilsona Elementary,324,0642810,740,(661) 261-9348,K-4,3044,2,34.616608,-117.8089,Vista San Gabriel Elementary School,064281009209,https://www.greatschools.org/california/palmdale/3044-Vista-San-Gabriel-Elementary-School/?s_cid=gsapi,(661) 264-1155,https://www.greatschools.org/school/rating.page?state=CA&id=3044&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=3044&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/3044,CA,public,http://www.wilsonasd.net/
"19425 West Stillmore Street, 
Canyon Country, CA  91351",Canyon Country,William S. Hart Union High,326,0642510,1238,(661) 252-2790,7-8,3058,8,34.41845,-118.47491,Sierra Vista Junior High School,064251006962,https://www.greatschools.org/california/canyon-country/3058-Sierra-Vista-Junior-High-School/?s_cid=gsapi,(661) 252-3113,https://www.greatschools.org/school/rating.page?state=CA&id=3058&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=3058&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/3058,CA,public,www.hartdistrict.org
"1600 Barbara Road, 
Napa, CA  94558",Napa,Napa Valley Unified School District,449,0626640,348,(707) 253-6239,PK-5,3525,4,38.316555,-122.31627,Pueblo Vista Magnet Elementary School,062664004027,https://www.greatschools.org/california/napa/3525-Pueblo-Vista-Magnet-Elementary-School/?s_cid=gsapi,(707) 253-3491,https://www.greatschools.org/school/rating.page?state=CA&id=3525&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=3525&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/3525,CA,public,http://pves-nvusd-ca.schoolloop.com/
"909 North State College Boulevard, 
Fullerton, CA  92831",Fullerton,Fullerton Joint Union High School District,471,0614760,513,(714) 773-0644,9-12,3698,,33.87972,-117.89238,La Vista High (Continuation) School,061476001812,https://www.greatschools.org/california/fullerton/3698-La-Vista-High-(Continuation)-School/?s_cid=gsapi,(714) 447-7821,https://www.greatschools.org/school/rating.page?state=CA&id=3698&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=3698&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/3698,CA,public,
"1700 East Wilshire Drive, 
Fullerton, CA  92831",Fullerton,Fullerton Elementary,473,0614730,823,(714) 447-7554,7-8,3718,5,33.871506,-117.89631,Ladera Vista Junior High School,061473001795,https://www.greatschools.org/california/fullerton/3718-Ladera-Vista-Junior-High-School/?s_cid=gsapi,(714) 447-7765,https://www.greatschools.org/school/rating.page?state=CA&id=3718&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=3718&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/3718,CA,public,www.fullertonsd.org/ladera/
"9600 Dolphin Street, 
Fountain Valley, CA  92708",Fountain Valley,Huntington Beach Union High School District,476,0618060,291,(714) 964-3045,9-12,3808,,33.708813,-117.96147,Valley Vista High (Continuation) School,061806002235,https://www.greatschools.org/california/fountain-valley/3808-Valley-Vista-High-(Continuation)-School/?s_cid=gsapi,(714) 964-7766,https://www.greatschools.org/school/rating.page?state=CA&id=3808&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=3808&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/3808,CA,public,www.vvhs.info
"6836 34th Street, 
Jurupa Valley, CA  92509",Jurupa Valley,Jurupa Unified School District,522,0619260,442,(951) 360-0928,9-12,4333,,34.0165,-117.42906,Nueva Vista Continuation High School,061926002315,https://www.greatschools.org/california/jurupa-valley/4333-Nueva-Vista-Continuation-High-School/?s_cid=gsapi,(951) 360-2802,https://www.greatschools.org/school/rating.page?state=CA&id=4333&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=4333&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/4333,CA,public,http://jurupausd.org/schools/NuevaVistaContinuationHigh/
"2744 North Via Miraleste, 
Palm Springs, CA  92262",Palm Springs,Palm Springs Unified School District,529,0629550,383,(760) 416-8178,K-5,4434,5,33.85529,-116.54073,Vista Del Monte Elementary School,062955004571,https://www.greatschools.org/california/palm-springs/4434-Vista-Del-Monte-Elementary-School/?s_cid=gsapi,(760) 416-8176,https://www.greatschools.org/school/rating.page?state=CA&id=4434&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=4434&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/4434,CA,public,
"13509 Ramona Avenue, 
Chino, CA  91710",Chino,Chino Valley Unified School District,599,0608460,200,(909) 548-6027,9-12,5018,,34.007935,-117.7066,Buena Vista Continuation High School,060846000833,https://www.greatschools.org/california/chino/5018-Buena-Vista-Continuation-High-School/?s_cid=gsapi,(909) 628-9903,https://www.greatschools.org/school/rating.page?state=CA&id=5018&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5018&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5018,CA,public,http://buenavista.chino.k12.ca.us
"5685 San Bernardino Street, 
Montclair, CA  91763",Montclair,Ontario-Montclair Elementary School District,612,0628470,403,(909) 459-2602,K-6,5170,5,34.077663,-117.68114,Buena Vista Arts-Integrated School,062847008925,https://www.greatschools.org/california/montclair/5170-Buena-Vista-Arts-Integrated-School/?s_cid=gsapi,(909) 984-9556,https://www.greatschools.org/school/rating.page?state=CA&id=5170&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5170&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5170,CA,public,
"505 Elm Avenue, 
Imperial Beach, CA  91932",Imperial Beach,Sweetwater Union High School District,710,0638640,1685,(619) 424-3579,9-12,6289,5,32.580235,-117.12223,Mar Vista Senior High School,063864006486,https://www.greatschools.org/california/imperial-beach/6289-Mar-Vista-Senior-High-School/?s_cid=gsapi,(619) 628-5700,https://www.greatschools.org/school/rating.page?state=CA&id=6289&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6289&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6289,CA,public,http://www.suhsd.k12.ca.us/mvh
"3351 23rd Street, 
San Francisco, CA  94110",San Francisco,San Francisco Unified School District,717,0634410,557,(415) 282-7869,K-8,6399,3,37.753532,-122.42,Buena Vista/ Horace Mann K-8,063441005626,https://www.greatschools.org/california/san-francisco/6399-Buena-Vista--Horace-Mann-K-8/?s_cid=gsapi,(415) 695-5881,https://www.greatschools.org/school/rating.page?state=CA&id=6399&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6399&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6399,CA,public,http://www.wearebvhm.com/
"301 Bel Air Drive, 
Vacaville, CA  95687",Vacaville,Vacaville Unified,766,0640590,800,(707) 449-1810,K-8,6734,,38.33818,-121.95628,Sierra Vista K-8 School,064059006707,https://www.greatschools.org/california/vacaville/6734-Sierra-Vista-K-8-School/?s_cid=gsapi,(707) 453-6260,https://www.greatschools.org/school/rating.page?state=CA&id=6734&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6734&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6734,CA,public,http://sierravista.schoolloop.com/
"146 Rainier Street, 
Vallejo, CA  94589",Vallejo,Vallejo City Unified,767,0640740,559,(707) 556-8555,K-8,6751,2,38.150745,-122.24391,Loma Vista Environmental Science Academy,064074006732,https://www.greatschools.org/california/vallejo/6751-Loma-Vista-Environmental-Science-Academy/?s_cid=gsapi,(707) 556-8550,https://www.greatschools.org/school/rating.page?state=CA&id=6751&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6751&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6751,CA,public,
"8470 Avenue 406, 
Dinuba, CA  93618",Dinuba,Dinuba Unified,958,0600065,83,(559) 595-7248,9-12,7442,,36.528507,-119.38408,Sierra Vista High (Continuation) School,060006501243,https://www.greatschools.org/california/dinuba/7442-Sierra-Vista-High-(Continuation)-School/?s_cid=gsapi,(559) 595-7240,https://www.greatschools.org/school/rating.page?state=CA&id=7442&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=7442&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/7442,CA,public,
"5050 Perry Way, 
Oxnard, CA  93036",Oxnard,,,,77,(805) 647-3971,K-8,9025,,34.2588,-119.1483,Linda Vista Adventist Elementary School,00095467,https://www.greatschools.org/california/oxnard/9025-Linda-Vista-Adventist-Elementary-School/?s_cid=gsapi,(805) 647-2220,https://www.greatschools.org/school/rating.page?state=CA&id=9025&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=9025&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/9025,CA,private,http://www.lindavistaadventistelementary.com
"9401 South Painter Avenue, 
Whittier, CA  90605",Whittier,Whittier Union High,327,0642480,338,(562) 698-0004,9-12,10972,,33.95204,-118.04427,Sierra Vista High (Alternative) School,064248000496,https://www.greatschools.org/california/whittier/10972-Sierra-Vista-High-(Alternative)-School/?s_cid=gsapi,(562) 698-8121,https://www.greatschools.org/school/rating.page?state=CA&id=10972&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=10972&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/10972,CA,public,
"15150 Lasselle Street, 
Moreno Valley, CA  92551",Moreno Valley,Moreno Valley Unified School District,525,0625800,2189,(951) 571-4885,9-12,12189,4,33.900967,-117.20876,Vista Del Lago High School,062580010583,https://www.greatschools.org/california/moreno-valley/12189-Vista-Del-Lago-High-School/?s_cid=gsapi,(951) 571-4880,https://www.greatschools.org/school/rating.page?state=CA&id=12189&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12189&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12189,CA,public,http://vistadellagohs.org
"720 South Davis, Apt. A, 
Weed, CA  96094",Weed,Weed Union Elementary,872,0641980,,(530) 938-2973,1-8,13661,,41.42952,-122.38278,Wyeka Vista Community Day School,064198007451,https://www.greatschools.org/california/weed/13661-Wyeka-Vista-Community-Day-School/?s_cid=gsapi,(530) 938-1580,https://www.greatschools.org/school/rating.page?state=CA&id=13661&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=13661&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/13661,CA,public,
"401 South A Street, Suite 3, 
Oxnard, CA  93030",Oxnard,Ventura County Office Of Education,1077,0691047,984,(805) 486-5455,9-12,16861,,34.198814,-119.17892,Vista Real Charter High School,069104711537,https://www.greatschools.org/california/oxnard/16861-Vista-Real-Charter-High-School/?s_cid=gsapi,(877) 360-5327,https://www.greatschools.org/school/rating.page?state=CA&id=16861&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=16861&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/16861,CA,charter,http://www.vrchs.org
"3240 Erskine Creek Road, 
Lake Isabella, CA  93240",Lake Isabella,Kernville Union Elementary,216,0619590,15,(760) 379-1324,5-8,16986,,35.612038,-118.46741,Rio Vista Community Day School,061959011602,https://www.greatschools.org/california/lake-isabella/16986-Rio-Vista-Community-Day-School/?s_cid=gsapi,(760) 379-4863,https://www.greatschools.org/school/rating.page?state=CA&id=16986&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=16986&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/16986,CA,public,www.kernvilleusd.org
"14004 Road 184, 
Porterville, CA  93257",Porterville,Pleasant View Elementary,974,0631050,,(559) 784-6819,4-8,17088,,36.043594,-119.16003,Buena Vista Community Day School,063105011822,https://www.greatschools.org/california/porterville/17088-Buena-Vista-Community-Day-School/?s_cid=gsapi,(559) 784-6769,https://www.greatschools.org/school/rating.page?state=CA&id=17088&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=17088&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/17088,CA,public,
"5050 Perry Way, 
Oxnard, CA  93036",Oxnard,,,,,,K-8,17409,,34.2588,-119.1483,Linda Vista Adventist Elementary School,,https://www.greatschools.org/california/oxnard/17409-Linda-Vista-Adventist-Elementary-School/?s_cid=gsapi,(805) 647-2220,https://www.greatschools.org/school/rating.page?state=CA&id=17409&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=17409&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/17409,CA,private,http://www.lindavistaadventistelementary.com/
"1970 Broadstone Parkway, 
Folsom, CA  95630",Folsom,Folsom-Cordova Unified School District,544,0613890,1514,(916) 294-2411,9-12,17511,9,38.654846,-121.10503,Vista Del Lago High School,061389011932,https://www.greatschools.org/california/folsom/17511-Vista-Del-Lago-High-School/?s_cid=gsapi,(916) 294-2410,https://www.greatschools.org/school/rating.page?state=CA&id=17511&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=17511&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/17511,CA,public,www.fcusd.org
"215 East Ortega Street, 
Santa Barbara, CA  93101",Santa Barbara,Santa Barbara Unified,1224,0601414,148,(805) 963-8006,9-12,24997,3,34.421303,-119.69564,Alta Vista Alternative High School,060141412435,https://www.greatschools.org/california/santa-barbara/24997-Alta-Vista-Alternative-High-School/?s_cid=gsapi,(805) 965-1916,https://www.greatschools.org/school/rating.page?state=CA&id=24997&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=24997&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/24997,CA,public,www.sbunified.org
"12441 Bromont Avenue, 
San Fernando, CA  91340",San Fernando,Los Angeles Unified School District,286,0622710,467,(818) 837-1827,K-5,25386,4,34.295906,-118.42137,Vista Del Valle Dual Language Academy,062271012764,https://www.greatschools.org/california/san-fernando/25386-Vista-Del-Valle-Dual-Language-Academy/?s_cid=gsapi,(818) 755-5300,https://www.greatschools.org/school/rating.page?state=CA&id=25386&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=25386&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/25386,CA,public,vistaacademy-lausd-ca.schoolloop.com
"215 East Ortega Street, 
Santa Barbara, CA  93101",Santa Barbara,Santa Barbara Unified,1224,0601414,1,(805) 963-8006,7-8,25409,,34.421303,-119.69564,Alta Vista Alternative Junior High School,060141412760,https://www.greatschools.org/california/santa-barbara/25409-Alta-Vista-Alternative-Junior-High-School/?s_cid=gsapi,(805) 966-0883,https://www.greatschools.org/school/rating.page?state=CA&id=25409&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=25409&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/25409,CA,public,www.sbunified.org
"4026 Peck Rd, 
El Monte, CA  91732",El Monte,,,,,,7-11,13531,,34.077892,-118.020386,Vista Del Rio Junior/Senior High School,A0101358,https://www.greatschools.org/california/el-monte/13531-Vista-Del-Rio-Junior-Senior-High-School/?s_cid=gsapi,(626) 448-2728,https://www.greatschools.org/school/rating.page?state=CA&id=13531&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=13531&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/13531,CA,private,
"2035 North Avenue, 
Sacramento, CA  95838",Sacramento,Twin Rivers Unified School District,1205,0601332,165,(916) 263-6498,9-12,24618,,38.640026,-121.41888,Vista Nueva Career And Technology High School,060133210598,https://www.greatschools.org/california/sacramento/24618-Vista-Nueva-Career-And-Technology-High-School/?s_cid=gsapi,(916) 566-2750,https://www.greatschools.org/school/rating.page?state=CA&id=24618&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=24618&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/24618,CA,public,https://vnhs-trusd-ca.schoolloop.com/
"11561 Gateway Boulevard, 
Los Angeles, CA  90064",Los Angeles,Los Angeles Unified School District,286,0622710,206,,K-5,27280,7,34.031933,-118.44249,Citizens of the World Charter School Mar Vista,062271013088,https://www.greatschools.org/california/los-angeles/27280-Citizens-Of-The-World-Charter-School-Mar-Vista/?s_cid=gsapi,(310) 391-6611,https://www.greatschools.org/school/rating.page?state=CA&id=27280&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=27280&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/27280,CA,charter,www.citizensoftheworld.org
"44200 Palm Avenue, 
Hemet, CA  92544",Hemet,,,,8,,K-12,31435,,33.752438,-116.88903,Liberty Christian School Oc Calvary Chapel Valle Vista,,https://www.greatschools.org/california/hemet/31435-Liberty-Christian-School-Oc-Calvary-Chapel-Valle-Vista/?s_cid=gsapi,(909) 210-3048,https://www.greatschools.org/school/rating.page?state=CA&id=31435&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31435&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/31435,CA,private,
